Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor/KSAZ -- Kate Gallego for Phoenix Mayor -- 814068.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor/KSAZ -- Kate Gallego for Phoenix Mayor -- 816912.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor/KSAZ -- Kate Gallego for Phoenix Mayor -- 818397.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor/KSAZ -- Kate Gallego for Phoenix Mayor -- 819465.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor/KSAZ -- Kate Gallego For Phoenix Mayor -- 819735.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kathy Hoffman for Superintendent of Public Education/Hoffman TV NAB.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kathy Hoffman for Superintendent of Public Education/Kathy Hoffman for Superintendent of Public Ed - #817871.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kathy Hoffman for Superintendent of Public Education/Kathy Hoffman for Superintendent of Public Ed - cover page.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/Katie Hobbs NAB 20181004.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/KSAZ -- Katie Hobbs For SOS -- 816661.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/KSAZ -- Katie Hobbs For SOS -- 816800.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/KSAZ -- Katie Hobbs For SOS -- 819340.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/KSAZ -- Katie Hobbs For SOS -- 820447.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/KSAZ -- Katie Hobbs For SOS -- 821590.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State/KSAZ -- Katie Hobbs For SOS -- 821663.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Mark Brnovich for Attorney General/Mark Brnovich for AG -- #804258.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Mark Brnovich for Attorney General/Mark Brnovich for AG -- #804276.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Mark Brnovich for Attorney General/Mark Brnovich for Attorney General - NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor/Farley for Governor cover sheet.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor/Farley for Governor NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor/KSAZ -- Farley for Governor -- 795401.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor/KSAZ -- Farley for Governor -- 796568.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor/KSAZ -- Farley for Governor -- 798494.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ  -- Steve Gaynor -- 784449.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ  -- Steve Gaynor -- 784580.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ  -- Steve Gaynor -- 784584.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ  -- Steve Gaynor -- 787268.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ  -- Steve Gaynor -- 792401.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ  -- Steve Gaynor -- 794040.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ - Steve Gaynor -- 813222.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ - Steve Gaynor -- 817199.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ - Steve Gaynor -- 817231.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ - Steve Gaynor -- 818646.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ -- Steve Gaynor  -- 818609.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ -- Steve Gaynor --  794105.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ -- Steve Gaynor -- 797039.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ -- Steve Gaynor -- 810540.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ -- Steve Gaynor -- 820075.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS/KSAZ -- Steve Gaynor -- 821580.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMACONTRACT862777--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA864009--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA869826--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA871174--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA872824--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA876902--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA879563--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA882757--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA885667--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA887164--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA889497--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA891054--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/KTAZSINEMA892560--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/Revised_SinemaforArizona-SP_KTAZ-TV_082818-090318_082318_15130PM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/Revised_SinemaforArizona-SP_KTAZ-TV_102318-102918_101918_93352AM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/Sinema for Senate (Screen Strategies)-pdf.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/Sinema for Senate NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_AZSEN2018SP_TV_2070.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_AZSEN2018SP_TV_2210.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_AZSEN2018SP_TV_2545.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_073118-080618_072718_90817AM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_080718-081318_080318_23650PM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_081418-082018_081018_34717PM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_082118-082718_081618_31058PM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_090618-091218_083118_101800AM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_092018-092618_091718_21457PM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_092718-100318_092418_52151PM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_100418-100818_100118_101136AM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_100918-101518_100418_110053AM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona-SP_KTAZ-TV_103018-110618_102518_102602AM.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA/SinemaforArizona_AZSEN2018_TV_1958.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/ACLU/ACLU (Chambers Lopez).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/ACLU/ACLU AZ NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/ACLU/KTAZACLU864396--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION ASSOCIATION/KTAZAZED841381--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/Invest in Education (Buying Time).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED872954--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873131--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873303--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873858--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873862--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873869--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873872--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE/KTAZINVESTINED873879--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE/KTAZLATINOVOTE894677--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE/Latino Vote (Buying Time).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW/KTAZPFAW894784--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW/People for the American Way (Political Communications Agency).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW/PFAW AZ NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE/KTAZWOMENVOTE882377--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE/KTAZWOMENVOTE883480--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE/Women Vote (Waterfront Strategies) - Copy.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE/Women Vote (Waterfront Strategies).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DAVID GARCIA/David Garcia AZ Party NAB.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DAVID GARCIA/David Garcia for Governor (Fortune Media).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DAVID GARCIA/KTAZGARCIA887842--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DOUG DUCEY/Doug Ducey for Governor (Mentzer Media).pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DOUG DUCEY/Doug Ducey for Governor NAB- General.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DOUG DUCEY/KTAZDUCEY888382--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DOUG DUCEY/KTAZDUCEY888795--1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/DCCC T OHALLERAN FOR US CONGRESS AZ-1/900876 REV 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/DCCC T OHALLERAN FOR US CONGRESS AZ-1/900876.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/DCCC T OHALLERAN FOR US CONGRESS AZ-1/INVOICES GENERAL ELECTION.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/DCCC T OHALLERAN FOR US CONGRESS AZ-1/NAB - DCCC OHALLERAN.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01/897775 Rev 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01/897775.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01/NAB TIFFANY SHEDD 8-17 THRU 8-18-18.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01/NAB TIFFANY SHEDD 8-19 THRU 8-24-18.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01/TIFFANY SHEDD GENERAL ELECTION INVOICES.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/896766 Rev 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/896766 Rev 2.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/896766.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/896770 REV 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/896770 Rev 2.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/896770.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/901993.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/902798 Rev 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/902798.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/903715.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/907384.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/908441.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/909569.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/INVOICES GENERAL 1.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/INVOICES GENERAL 2.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01/NAB- OHALLERAN FOR CONGRESS D AZ-1.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/908426 REV 1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/908426.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/908568 REV 1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/908568.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/912220.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/INVOICES 2018 GENERAL.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01/NAB - WENDY ROGERS.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 07/RUBEN GALLEGO US CONGRESS AZ-07/895188.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 07/RUBEN GALLEGO US CONGRESS AZ-07/GALLEGO - INVOICE.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 07/RUBEN GALLEGO US CONGRESS AZ-07/NAB - RUBEN GALLEGO.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO NRCC R CONGRESS/910126.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO NRCC R CONGRESS/LESKO NRCC GENERAL ELECTION INVOICES.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO NRCC R CONGRESS/NAB - LESKO NRCC.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/869907 REV 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/869907.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/875803 REV 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/875803 REV 2.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/875803.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/DEBBIE LESKO APRIL INVOICES.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/NAB - LESKO FOR CONGRESS.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/NAB 1 GENERAL LESKO FOR CONGRESS.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS/NAB 2 GENERAL LESKO FOR CONGRESS.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/HIRAL TIPRNENI DCONGRESS/868481 Rev 1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/HIRAL TIPRNENI DCONGRESS/868481.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/HIRAL TIPRNENI DCONGRESS/873276.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/HIRAL TIPRNENI DCONGRESS/873932 REV 1.pdf,Scraping Error
