Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Post Log_Clean Energy for a Healthy Arizona_31212_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Post Log_Clean Energy for a Healthy Arizona_31213_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Post Log_Clean Energy for a Healthy Arizona_31214_11082018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KAZT Contract_Defend Arizona_31111_07022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KAZT Contract_Defend Arizona_31112_07022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KAZT Contract_Defend Arizona_31113_07022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KAZT Contract_Defend Arizona_31114_07022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KAZT Contract_Defend Arizona_31115_07022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KAZT Contract_Defend Arizona_31124_07022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/NAB Form_Defend Arizona_07102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Post Log_Defend Arizona_31111_10232018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Post Log_Defend Arizona_31112_10012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Post Log_Defend Arizona_31113_10022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Post Log_Defend Arizona_31114_10232018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Post Log_Defend Arizona_31115_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Post Log_Defend Arizona_31124_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31076_09242018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31077_09242018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31078_09242018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31684_11122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31708_09042018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31771_09122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_31772_09122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/KAZT Contract_Democratic Congressional Campaign_32031_09242018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/NAB Form_Democratic Congressional Campaign_06282018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/NAB Form_Democratic Congressional Campaign_09042018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/NAB Form_Democratic Congressional Campaign_09122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/Post Log_Democratic Congressional Campaign_31684_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/Post Log_Democratic Congressional Campaign_31708_09202018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/Post Log_Democratic Congressional Campaign_31771_10012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/Post Log_Democratic Congressional Campaign_31772_09202018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign/Post Log_Democratic Congressional Campaign_32031_10102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31360_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31361_08022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31362_10102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31363_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31364_10262018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31365_10182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31366_10122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31367_10262018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/KAZT Contract_DSCC IE_31827_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/NAB Form_DSCC IE_09172018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31360_11082018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31361_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31362_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31363_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31364_11082018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31365_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31366_10232018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31367_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE/Post Log_DSCC IE_31827_10012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_31679_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30782_09142018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30783_09112018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30784_09122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30785_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30787_10222018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30788_10292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30790_09142018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30791_08282018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30792_09122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30795_10192018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_30796_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_31680_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_31878_09202018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KAZT Contract_Majority Forward_31880_09202018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/NAB Form_Majority Forward_08302018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30782_10012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30783_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30784_10102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30787_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30788_11082018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30790_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30791_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30792_10102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30795_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_30796_11082018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_31679_09202018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_31680_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_31878_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Post Log_Majority Forward_31880_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31066_09062018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31069_06272018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31070_06272018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31071_09242018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31072_10022018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31073_06272018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31074_06272018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31075_06272018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31665_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31666_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31667_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31668_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31670_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31673_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31674_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31675_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31676_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31677_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/KAZT Contract_NRSC IE_31678_08292018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/NAB Form_NRSC IE.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31066_10012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31069_10102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31070_10012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31071_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31073_10102018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31074_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31075_10032018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31665_09182018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE/Post Log_NRSC IE_31666_10032018.pdf,File not OCRd
