Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName
2016,,Federal,HILLARY CLINTON FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/President/HILLARY CLINTON FOR PRESIDENT,,KTVK,,HILLARY CLINTON  PRESIDENT,Hillary Clinton
2016,,Federal,TED CRUZ FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/President/TED CRUZ FOR PRESIDENT,,KTVK,,TED CRUZ  PRESIDENT,TED CRUZ FOR PRESIDENT
2016,,Federal,KIRKPATRICK FOR SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US Senate/KIRKPATRICK FOR SENATE,Senate,KTVK,,KIRKPATRICK  ,KIRKPATRICK 2016
2016,,Federal,MCCAIN FOR SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US Senate/MCCAIN FOR SENATE,Senate,KTVK,,MCCAIN  ,McCain
2016,,Federal,NRSC - MCCAIN,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US Senate/NRSC - MCCAIN,Senate,KTVK,Republican,   MCCAIN,McCain
2016,AZ 01,Federal,PAUL BABEU FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US House/AZ 01/PAUL BABEU FOR CONGRESS,House,KTVK,,PAUL BABEU  ,PAUL BABEU FOR CONGRESS
2016,AZ 01,Federal,PAUL BABEU NRCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US House/AZ 01/PAUL BABEU NRCC,House,KTVK,Republican,PAUL BABEU ,PAUL BABEU FOR CONGRESS
2016,AZ 01,Federal,ROGERS FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US House/AZ 01/ROGERS FOR CONGRESS,House,KTVK,,ROGERS  ,WENDY ROGERS FOR CONGRESS
2016,AZ 01,Federal,TOM OHALLERAN FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS,House,KTVK,,TOM OHALLERAN  ,TOM OHALLERAN FOR CONGRESS
2016,AZ 05,Federal,JONES FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US House/AZ 05/JONES FOR CONGRESS,House,KTVK,,JONES  ,JONES FOR CONGRESS
2016,AZ 09,Federal,SINEMA FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/US House/AZ 09/SINEMA FOR CONGRESS,House,KTVK,,SINEMA  ,SINEMA FOR CONGRESS
2016,,State,ARPAIO FOR SHERIFF,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Local/ARPAIO FOR SHERIFF,,KTVK,,ARPAIO  SHERIFF,Sheriff Joe Arpaio
2016,,Non-Candidate Issue Ads,ALLIANCE FOR HEALTHCARE SECURITY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/ALLIANCE FOR HEALTHCARE SECURITY,,KTVK,,ALLIANCE FOR HEALTHCARE SECURITY,ALLIANCE FOR HEALTHCARE SECURITY
2016,,Non-Candidate Issue Ads,Arizona Grassroots Action,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/Arizona Grassroots Action,,KTVK,,Arizona Grassroots Action,ARIZONA GRASSROOTS ACTION
2016,,Non-Candidate Issue Ads,ARIZONA HEALTHY WORKING FAMILIES,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/ARIZONA HEALTHY WORKING FAMILIES,,KTVK,,ARIZONA HEALTHY WORKING FAMILIES,AZ Healthy Working Families
2016,,Non-Candidate Issue Ads,ARIZONA SAFETY AND  JUSTICE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/ARIZONA SAFETY AND  JUSTICE,,KTVK,,ARIZONA SAFETY AND  JUSTICE,ARIZONA SAFETY  JUSTICE
2016,,Non-Candidate Issue Ads,AZ 4 Strong Leadership in Support of Prop 124,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/AZ 4 Strong Leadership in Support of Prop 124,,KTVK,,ARIZONA For Strong Leadership in Support of Prop 124,AZ for Strong Leadership in Support of Prop 124
2016,,Non-Candidate Issue Ads,AZ COALITION RELIABLE ELECTRICITY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/AZ COALITION RELIABLE ELECTRICITY,,KTVK,,ARIZONA COALITION RELIABLE ELECTRICITY,AZ Coalition for Reliable Electricity
2016,,Non-Candidate Issue Ads,AZS FOR RESPONSIBLE DRUG POLICY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/AZS FOR RESPONSIBLE DRUG POLICY,,KTVK,,AZS FOR RESPONSIBLE DRUG POLICY,ARIZONA FOR RESPONSIBLE DRUG POLICY
2016,,Non-Candidate Issue Ads,Campaign to Regulate Marijuana Like Alcohol,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/Campaign to Regulate Marijuana Like Alcohol,,KTVK,,Campaign to Regulate Marijuana Like Alcohol,Campaign to Regulate Marijuana
2016,,Non-Candidate Issue Ads,CENTER FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/CENTER FORWARD,,KTVK,,CENTER FORWARD,Center Forward
2016,,Non-Candidate Issue Ads,Club For Growth Action,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/Club For Growth Action,,KTVK,,Club For Growth Action,CLUB FOR GROWTH ACTION
2016,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/DCCC,House,KTVK,Democrat,Democratic Congressional Campaign Committee,DCCC
2016,,Non-Candidate Issue Ads,House Majority Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/House Majority Pac,House,KTVK,,House Majority Pac,House Majority PAC
2016,,Non-Candidate Issue Ads,JUDICIAL CRISIS NETWORK,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/JUDICIAL CRISIS NETWORK,,KTVK,,JUDICIAL CRISIS NETWORK,Judicial Crisis Network
2016,,Non-Candidate Issue Ads,KELLIPAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/KELLIPAC,,KTVK,,KELLIPAC,KELLIPAC
2016,,Non-Candidate Issue Ads,MARICOPA STRONG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/MARICOPA STRONG,,KTVK,,MARICOPA STRONG,MARICOPA STRONG
2016,,Non-Candidate Issue Ads,Open Honest Coalition,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/Open Honest Coalition,,KTVK,,Open Honest Coalition,Open  Honest Coalition
2016,,Non-Candidate Issue Ads,SAVE OUR AZ SOLAR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/SAVE OUR AZ SOLAR,,KTVK,,SAVE OUR ARIZONA SOLAR,SAVE OUR AZ SOLAR
2016,,Non-Candidate Issue Ads,STOP HILLARY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/STOP HILLARY PAC,,KTVK,,STOP HILLARY PAC,Stop Hillary PAC
2016,,Non-Candidate Issue Ads,TRUSTED LEADERSHIP PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/TRUSTED LEADERSHIP PAC,,KTVK,,TRUSTED LEADERSHIP PAC,Trusted Leadership Pac
2016,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/US Chamber of Commerce,,KTVK,,US Chamber of Commerce,US Chamber of Commerce
2016,,Non-Candidate Issue Ads,Vote Yes AZ Sch Prop 123,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/Vote Yes AZ Sch Prop 123,,KTVK,,Vote Yes ARIZONA Sch Prop 123,Vote Yes 123
2016,,Non-Candidate Issue Ads,YES ON PROP 124,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Non-Candidate Issue Ads/YES ON PROP 124,,KTVK,,YES ON PROP 124,Prop 124
2016,,State,Bill Montgomery Maricopa County Attorney,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/State/Bill Montgomery Maricopa County Attorney,,KTVK,,Bill Montgomery Maricopa County Attorney,Bill Montgomery for Maricopa County Attorney
2016,,Federal,Bernie Sanders,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Federal/President/Bernie Sanders,,KTVW-DT,,Bernie Sanders,BERNIE SANDERS FOR PRESIDENT
2016,,Federal,HILLARY RODHAM CLINTON,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Federal/President/HILLARY RODHAM CLINTON,,KTVW-DT,,HILLARY RODHAM CLINTON,Hillary Clinton
2016,,Federal,Roque De La Fuente,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Federal/President/Roque De La Fuente,,KTVW-DT,,Roque De La Fuente,Roque De La Fuente
2016,,Federal,Ann Kirkpatrick,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Federal/US Senate/Ann Kirkpatrick,,KTVW-DT,,Ann Kirkpatrick,KIRKPATRICK 2016
2016,,Federal,Friends of John Mc Cain,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Federal/US Senate/Friends of John Mc Cain,,KTVW-DT,,Friends of John Mc Cain,Friends of John Mc Cain
2016,,Non-Candidate Issue Ads,AZ Healthy Working Families YES 206,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Non-Candidate Issue Ads/AZ Healthy Working Families YES 206,,KTVW-DT,,ARIZONA Healthy Working Families YES 206,AZ Healthy Working Families
2016,,Non-Candidate Issue Ads,Campaign to Regulate Marijuana like Alcohol,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Non-Candidate Issue Ads/Campaign to Regulate Marijuana like Alcohol,,KTVW-DT,,Campaign to Regulate Marijuana like Alcohol,Campaign to Regulate Marijuana
2016,,Non-Candidate Issue Ads,Open and Honest Coalition,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/Non-Candidate Issue Ads/Open and Honest Coalition,,KTVW-DT,,Open and Honest Coalition,Open  Honest Coalition
2016,,State,PROP 123  Yes for AZ Schools,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2016/State/PROP 123  Yes for AZ Schools,,KTVW-DT,,PROP 123  Yes   Schools,PROP 123  Yes for AZ Schools
2016,,Federal,Bernie Sanders,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/President/Bernie Sanders,,KPNX,,Bernie Sanders,BERNIE SANDERS FOR PRESIDENT
2016,,Federal,Donald Trump,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/President/Donald Trump,,KPNX,,Donald Trump,DONALD TRUMP FOR PRESIDENT
2016,,Federal,Henry Hewes,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/President/Henry Hewes,,KPNX,,Henry Hewes,HENRY HEWES FOR PRESIDENT
2016,,Federal,Hillary Clinton,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/President/Hillary Clinton,,KPNX,,Hillary Clinton,Hillary Clinton
2016,,Federal,Kirkpatrick for Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US Senate/Kirkpatrick for Senate,Senate,KPNX,,Kirkpatrick  ,KIRKPATRICK 2016
2016,,Federal,McCain for Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US Senate/McCain for Senate,Senate,KPNX,,McCain  ,McCain
2016,,Federal,McCainNRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US Senate/McCainNRSC,Senate,KPNX,Republican,McCain,McCain
2016,AZ01,Federal,Rogers 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US House/AZ01/Rogers 2016,,KPNX,,Rogers ,WENDY ROGERS FOR CONGRESS
2016,AZ05,Federal,Jones 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US House/AZ05/Jones 2016,,KPNX,,Jones ,JONES FOR CONGRESS
2016,AZ05,Federal,Stapley 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US House/AZ05/Stapley 2016,,KPNX,,Stapley ,DON STAPLEY
2016,AZ09,Federal,Sinema 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Federal/US House/AZ09/Sinema 2016,,KPNX,,Sinema ,SINEMA FOR CONGRESS
2016,,State,Arpaio 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Local/Arpaio 2016,,KPNX,,Arpaio ,Sheriff Joe Arpaio
2016,,State,Penzone 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Local/Penzone 2016,,KPNX,,Penzone ,Penzone 2016
2016,,Non-Candidate Issue Ads,Alliance for Healthcare Security,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Alliance for Healthcare Security,,KPNX,,Alliance for Healthcare Security,ALLIANCE FOR HEALTHCARE SECURITY
2016,,Non-Candidate Issue Ads,American Association of Nurse Practitioners,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/American Association of Nurse Practitioners,,KPNX,,American Association of Nurse Practitioners,American Association of Nurse Practitioners
2016,,Non-Candidate Issue Ads,Arizona Healthy Working Families,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Arizona Healthy Working Families,,KPNX,,Arizona Healthy Working Families,AZ Healthy Working Families
2016,,Non-Candidate Issue Ads,Arizona Safety  Justice,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Arizona Safety  Justice,,KPNX,,Arizona Safety  Justice,ARIZONA SAFETY  JUSTICE
2016,,Non-Candidate Issue Ads,Arizonans for Strong Leadership in Support of Prop 124,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Arizonans for Strong Leadership in Support of Prop 124,,KPNX,,Arizonans for Strong Leadership in Support of Prop 124,AZ for Strong Leadership in Support of Prop 124
2016,,Non-Candidate Issue Ads,AZ 4 Resp Drug Polcy,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/AZ 4 Resp Drug Polcy,,KPNX,,ARIZONA For Resp Drug Polcy,ARIZONA FOR RESPONSIBLE DRUG POLICY
2016,,Non-Candidate Issue Ads,AZ Coalition for Reliable Electricity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/AZ Coalition for Reliable Electricity,,KPNX,,ARIZONA Coalition for Reliable Electricity,AZ Coalition for Reliable Electricity
2016,,Non-Candidate Issue Ads,AZ Grassroots Action,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/AZ Grassroots Action,,KPNX,,ARIZONA Grassroots Action,ARIZONA GRASSROOTS ACTION
2016,,Non-Candidate Issue Ads,Campaign to Regulate Marijuana Like Alcohol,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Campaign to Regulate Marijuana Like Alcohol,,KPNX,,Campaign to Regulate Marijuana Like Alcohol,Campaign to Regulate Marijuana
2016,,Non-Candidate Issue Ads,Center Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Center Forward,,KPNX,,Center Forward,Center Forward
2016,,Non-Candidate Issue Ads,Club for Growth 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Club for Growth 2016,,KPNX,,Club for Growth ,CLUB FOR GROWTH ACTION
2016,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/DCCC,House,KPNX,Democrat,Democratic Congressional Campaign Committee,DCCC
2016,,Non-Candidate Issue Ads,House Majority Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/House Majority Pac,House,KPNX,,House Majority Pac,House Majority PAC
2016,,Non-Candidate Issue Ads,Judicial Crisis Network,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Judicial Crisis Network,,KPNX,,Judicial Crisis Network,Judicial Crisis Network
2016,,Non-Candidate Issue Ads,Kelli PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Kelli PAC,,KPNX,,Kelli PAC,KELLIPAC
2016,,Non-Candidate Issue Ads,Lets Vote YES for Arizona Schools of Prop 123,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Lets Vote YES for Arizona Schools of Prop 123,,KPNX,,Lets Vote YES for Arizona Schools of Prop 123,Vote Yes 123
2016,,Non-Candidate Issue Ads,Maricopa Strong,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Maricopa Strong,,KPNX,,Maricopa Strong,MARICOPA STRONG
2016,,Non-Candidate Issue Ads,Save Our AZ Solar,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Save Our AZ Solar,,KPNX,,Save Our ARIZONA Solar,SAVE OUR AZ SOLAR
2016,,Non-Candidate Issue Ads,Stop Hillary PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Stop Hillary PAC,,KPNX,,Stop Hillary PAC,Stop Hillary PAC
2016,,Non-Candidate Issue Ads,Trusted Leadership,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Trusted Leadership,,KPNX,,Trusted Leadership,Trusted Leadership Pac
2016,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/US Chamber of Commerce,,KPNX,,US Chamber of Commerce,US Chamber of Commerce
2016,,Non-Candidate Issue Ads,Yes On Prop 124,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2016/Non-Candidate Issue Ads/Yes On Prop 124,,KPNX,,Yes On Prop 124,Prop 124
2014,AZ-01,Federal,Kirkpatrick for Congress,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Federal/US House/AZ-01/Kirkpatrick for Congress,House,KPHO-TV,,Kirkpatrick  ,Kirkpatrick for Congress
2014,AZ-01,Federal,Tobin for Congress,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Federal/US House/AZ-01/Tobin for Congress,House,KPHO-TV,,Tobin  ,Tobin for Congress
2014,AZ-09,Federal,Rodgers,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Federal/US House/AZ-09/Rodgers,,KPHO-TV,,Rodgers,Rodgers
2014,AZ-09,Federal,Sinema,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Federal/US House/AZ-09/Sinema,,KPHO-TV,,Sinema,Sinema
2014,,Non-Candidate Issue Ads,Free Enterprise Club,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Free Enterprise Club,,KPHO-TV,,Free Enterprise Club,Free Enterprise Club
2014,,Non-Candidate Issue Ads,60 Plus Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/60 Plus Association,,KPHO-TV,,60 Plus Association,60 Plus Association
2014,,Non-Candidate Issue Ads,Alliance for Solar Choice,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Alliance for Solar Choice,,KPHO-TV,,Alliance for Solar Choice,Alliance for Solar Choice
2014,,Non-Candidate Issue Ads,American Action Network,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/American Action Network,,KPHO-TV,,American Action Network,American Action Network
2014,,Non-Candidate Issue Ads,American Encore,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/American Encore,,KPHO-TV,,American Encore,American Encore
2014,,Non-Candidate Issue Ads,Americans for Prosperity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Americans for Prosperity,,KPHO-TV,,Americans for Prosperity,Americans for Prosperity
2014,,Non-Candidate Issue Ads,Arizona Association of Realtors Leaders,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Arizona Association of Realtors Leaders,,KPHO-TV,,Arizona Association of Realtors Leaders,Arizona Association of Realtors Leaders
2014,,Non-Candidate Issue Ads,Arizona Public Integrity Alliance,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Arizona Public Integrity Alliance,,KPHO-TV,,Arizona Public Integrity Alliance,Arizona Public Integrity Alliance
2014,,Non-Candidate Issue Ads,Arizonas Legacy,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Arizonas Legacy,,KPHO-TV,,Arizonas Legacy,Arizonas Legacy
2014,,Non-Candidate Issue Ads,Better Leaders for Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Better Leaders for Arizona,,KPHO-TV,,Better Leaders for Arizona,Better Leaders for Arizona
2014,,Non-Candidate Issue Ads,Center Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Center Forward,,KPHO-TV,,Center Forward,Center Forward
2014,,Non-Candidate Issue Ads,Citizens for Phoenix Pensions,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Citizens for Phoenix Pensions,,KPHO-TV,,Citizens for Phoenix Pensions,Citizens for Phoenix Pensions
2014,,Non-Candidate Issue Ads,Conservative Leaders for Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Conservative Leaders for Arizona,,KPHO-TV,,Conservative Leaders for Arizona,Better Leaders for Arizona
2014,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/DCCC,House,KPHO-TV,Democrat,Democratic Congressional Campaign Committee,DCCC
2014,,Non-Candidate Issue Ads,Everytown 4 Gun Safety,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Everytown 4 Gun Safety,,KPHO-TV,,Everytown For Gun Safety,Everytown 4 Gun Safety
2014,,Non-Candidate Issue Ads,Firefighters in Opposition to Prop 487,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Firefighters in Opposition to Prop 487,,KPHO-TV,,Firefighters in Opposition to Prop 487,Firefighters in Opposition to Prop 487
2014,,Non-Candidate Issue Ads,Grand Canyon Committee For Justice,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Grand Canyon Committee For Justice,,KPHO-TV,,Grand Canyon Committee For Justice,Grand Canyon Committee For Justice
2014,,Non-Candidate Issue Ads,House Majority Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/House Majority Pac,House,KPHO-TV,,House Majority Pac,House Majority Pac
2014,,Non-Candidate Issue Ads,Legacy Foundation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Legacy Foundation,,KPHO-TV,,Legacy Foundation,Legacy Foundation
2014,,Non-Candidate Issue Ads,Libre Iniative,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Libre Iniative,,KPHO-TV,,Libre Iniative,Libre Iniative
2014,,Non-Candidate Issue Ads,NRCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/NRCC,House,KPHO-TV,Republican,NRCC,NRCC
2014,,Non-Candidate Issue Ads,Patriot Majority Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Patriot Majority Pac,,KPHO-TV,,Patriot Majority Pac,Patriot Majority Pac
2014,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Patriot Majority USA,,KPHO-TV,,Patriot Majority USA,Patriot Majority Pac
2014,,Non-Candidate Issue Ads,Proposition 303 Right to Try,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Proposition 303 Right to Try,,KPHO-TV,,Proposition 303 Right to Try,Proposition 303 Right to Try
2014,,Non-Candidate Issue Ads,RAGA Arizona Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/RAGA Arizona Pac,Attorney General,KPHO-TV,Republican,RAGA Arizona Pac,RAGA Arizona Pac
