Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Arizonans for Affordable Electricity/Arizonans for Affordable Electricity 26106075 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Arizonans for Affordable Electricity/Arizonans for Affordable Electricity 26106075.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Arizonans for Affordable Electricity/Arizonans for Affordable Electricity 26106084 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Arizonans for Affordable Electricity/Arizonans for Affordable Electricity 26106084.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Arizonans for Affordable Electricity/Arizonans for Affordable Electricity.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105969 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105969.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105972 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105972.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105976 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105976.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105977 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona 26105977.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona/Clean Energy for a Healthy Arizona NAB form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094109 REV-1.pdf,orders Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094109 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094109.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094134 REV-1.pdf,orders Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094134 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094134.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094136 REV-1.pdf,orders Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094136 REV.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26094136.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26140085 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26140085.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26141627.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26146871.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26146965.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC NAB Form 9.11.18.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098940 REV.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098940.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098948 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098948.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099014 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099014.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099071 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099071.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099114 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099114.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099120 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099120.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118386 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118386.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118389 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118389.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118391 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118391.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC NAB Form-2.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC NAB Forn.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Future 45/Future 45 NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC 25916313.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC 25916314.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC 25916317.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Majority Forward 26148061.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Majority Forward 26156474.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/National Republican Senatorial Commitee NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/National Republican Senatorial Committee NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094210 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094210.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094216 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094216.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094220 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094220.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094223 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094223.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139337 REV.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139337.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139340 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139340.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139341 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139341.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139344 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139344.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139348 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139348.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139350 REV.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139350.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation 26032303 June invoice.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation PAC 26032303.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation PAC NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC 26017489 June Invoice.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC 26017489 May Invoice.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC 26017489.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26119600-1 Invoice.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26119600.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26125268-1 Invoice.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26125268.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894689-1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894689.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894702-1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894702.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894763-1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894763.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895240-1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895240.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895251-1.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895251.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895277-1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895277.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034944-1.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034944.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034946-1.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034946.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034948-1.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034948.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034952-1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034952.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034954-1.pdf,ordersScraping or Timeout Error
